Year,Country_Name,Nombre_País,Cod_Na_UIS,Sex,Sexo,Age,Value
2010,Brazil,Brasil,BR,females,Mujeres,75+,62075
2015,Brazil,Brasil,BR,females,Mujeres,75+,58520
2020,Brazil,Brasil,BR,females,Mujeres,75+,50269
1990,Chile,Chile,CL,females,Mujeres,75+,4948
1995,Chile,Chile,CL,females,Mujeres,75+,5821
2000,Chile,Chile,CL,females,Mujeres,75+,5204
2005,Chile,Chile,CL,females,Mujeres,75+,4863
2010,Chile,Chile,CL,females,Mujeres,75+,8479
2015,Chile,Chile,CL,females,Mujeres,75+,5753
2020,Chile,Chile,CL,females,Mujeres,75+,9798
1990,Colombia,Colombia,CO,females,Mujeres,75+,1190
1995,Colombia,Colombia,CO,females,Mujeres,75+,1352
2000,Colombia,Colombia,CO,females,Mujeres,75+,1513
2005,Colombia,Colombia,CO,females,Mujeres,75+,2071
2010,Colombia,Colombia,CO,females,Mujeres,75+,1853
2015,Colombia,Colombia,CO,females,Mujeres,75+,1439
2020,Colombia,Colombia,CO,females,Mujeres,75+,12589
1990,Ecuador,Ecuador (el),EC,females,Mujeres,75+,880
1995,Ecuador,Ecuador (el),EC,females,Mujeres,75+,1579
2000,Ecuador,Ecuador (el),EC,females,Mujeres,75+,2402
2005,Ecuador,Ecuador (el),EC,females,Mujeres,75+,1919
2010,Ecuador,Ecuador (el),EC,females,Mujeres,75+,3116
2015,Ecuador,Ecuador (el),EC,females,Mujeres,75+,2726
2020,Ecuador,Ecuador (el),EC,females,Mujeres,75+,3647
1990,Guyana,Guyana,GY,females,Mujeres,75+,17
1995,Guyana,Guyana,GY,females,Mujeres,75+,22
2000,Guyana,Guyana,GY,females,Mujeres,75+,28
2005,Guyana,Guyana,GY,females,Mujeres,75+,39
2010,Guyana,Guyana,GY,females,Mujeres,75+,36
2015,Guyana,Guyana,GY,females,Mujeres,75+,38
2020,Guyana,Guyana,GY,females,Mujeres,75+,134
1990,Paraguay,Paraguay,PY,females,Mujeres,75+,1539
1995,Paraguay,Paraguay,PY,females,Mujeres,75+,1662
2000,Paraguay,Paraguay,PY,females,Mujeres,75+,1776
2005,Paraguay,Paraguay,PY,females,Mujeres,75+,2134
2010,Paraguay,Paraguay,PY,females,Mujeres,75+,2452
2015,Paraguay,Paraguay,PY,females,Mujeres,75+,2552
2020,Paraguay,Paraguay,PY,females,Mujeres,75+,2730
1990,Peru,Perú,PE,females,Mujeres,75+,2428
1995,Peru,Perú,PE,females,Mujeres,75+,2486
2000,Peru,Perú,PE,females,Mujeres,75+,2696
2005,Peru,Perú,PE,females,Mujeres,75+,2594
2010,Peru,Perú,PE,females,Mujeres,75+,3016
2015,Peru,Perú,PE,females,Mujeres,75+,3804
2020,Peru,Perú,PE,females,Mujeres,75+,6976
1990,Uruguay,Uruguay,UY,females,Mujeres,75+,8927
1995,Uruguay,Uruguay,UY,females,Mujeres,75+,8612
2000,Uruguay,Uruguay,UY,females,Mujeres,75+,7780
2005,Uruguay,Uruguay,UY,females,Mujeres,75+,6904
2010,Uruguay,Uruguay,UY,females,Mujeres,75+,8396
2015,Uruguay,Uruguay,UY,females,Mujeres,75+,7381
2020,Uruguay,Uruguay,UY,females,Mujeres,75+,6658
1990,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,Total,12029
1995,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,Total,17550
2000,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,Total,23071
2005,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,Total,24741
2010,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,Total,26412
2015,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,Total,28082
2020,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,Total,29386
1990,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,Total,34555
1995,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,Total,26187
2000,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,Total,18545
2005,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,Total,11693
2010,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,Total,7373
2015,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,Total,4649
2020,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,Total,3024
1990,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,Total,291151
1995,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,Total,323381
2000,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,Total,355611
2005,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,Total,375417
2010,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,Total,395479
2015,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,Total,549289
2020,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,Total,603794
1990,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,Total,417628
1995,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,Total,364287
2000,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,Total,310946
2005,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,Total,358398
2010,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,Total,405779
2015,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,Total,411697
2020,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,Total,520729
1990,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,Total,47360
1995,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,Total,39537
2000,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,Total,31713
2005,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,Total,36029
2010,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,Total,40342
2015,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,Total,42059
2020,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,Total,42767
1990,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,Total,270423
1995,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,Total,149442
2000,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,Total,28461
2005,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,Total,27934
2010,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,Total,27288
2015,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,Total,38330
2020,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,Total,39195
1990,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,Total,695674
1995,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,Total,458549
2000,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,Total,538051
2005,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,Total,712648
2010,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,Total,969710
2015,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,Total,1013691
2020,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,Total,1197624
1990,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,Total,1649919
1995,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,Total,1595069
2000,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,Total,1540219
2005,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,Total,1674163
2010,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,Total,1805957
2015,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,Total,2086301
2020,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,Total,2281728
1990,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,Total,798517
1995,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,Total,741557
2000,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,Total,684596
2005,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,Total,638582
2010,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,Total,592640
2015,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,Total,710304
2020,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,Total,1079708
1990,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,Total,107501
1995,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,Total,142417
2000,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,Total,177332
2005,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,Total,276360
2010,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,Total,375388
2015,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,Total,639724
2020,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,Total,1645015
1990,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,Total,104277
1995,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,Total,106943
2000,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,Total,109609
2005,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,Total,106523
2010,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,Total,130309
2015,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,Total,159407
2020,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,Total,1905393
1990,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,Total,78663
1995,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,Total,115093
2000,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,Total,151523
2005,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,Total,189893
2010,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,Total,375253
2015,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,Total,387513
2020,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,Total,784787
1990,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,Total,4095
1995,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,Total,6352
2000,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,Total,8610
2005,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,Total,10868
2010,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,Total,8182
2015,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,Total,8661
2020,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,Total,31169
1990,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,Total,195884
1995,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,Total,186570
2000,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,Total,176608
2005,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,Total,168243
2010,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,Total,160299
2015,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,Total,156462
2020,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,Total,169567
1990,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,Total,56688
1995,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,Total,56732
2000,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,Total,66300
2005,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,Total,77877
2010,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,Total,104706
2015,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,Total,154774
2020,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,Total,1224519
1990,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,Total,98116
1995,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,Total,93428
2000,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,Total,88874
2005,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,Total,82317
2010,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,Total,76303
2015,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,Total,78799
2020,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,Total,108267
1990,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,Total,5775
1995,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,Total,8046
2000,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,Total,10316
2005,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,Total,11052
2010,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,Total,11788
2015,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,Total,12524
2020,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,Total,13120
1990,Cuba,Cuba,CU,males,Hombres,Total,17278
1995,Cuba,Cuba,CU,males,Hombres,Total,12559
2000,Cuba,Cuba,CU,males,Hombres,Total,8212
2005,Cuba,Cuba,CU,males,Hombres,Total,5152
2010,Cuba,Cuba,CU,males,Hombres,Total,3232
2015,Cuba,Cuba,CU,males,Hombres,Total,2027
2020,Cuba,Cuba,CU,males,Hombres,Total,1312
1990,Dominican Republic,República Dominicana,DO,males,Hombres,Total,181677
1995,Dominican Republic,República Dominicana,DO,males,Hombres,Total,198842
2000,Dominican Republic,República Dominicana,DO,males,Hombres,Total,216008
2005,Dominican Republic,República Dominicana,DO,males,Hombres,Total,227826
2010,Dominican Republic,República Dominicana,DO,males,Hombres,Total,239808
2015,Dominican Republic,República Dominicana,DO,males,Hombres,Total,353448
2020,Dominican Republic,República Dominicana,DO,males,Hombres,Total,382542
1990,Costa Rica,Costa Rica,CR,males,Hombres,Total,212173
1995,Costa Rica,Costa Rica,CR,males,Hombres,Total,184485
2000,Costa Rica,Costa Rica,CR,males,Hombres,Total,156798
2005,Costa Rica,Costa Rica,CR,males,Hombres,Total,176445
2010,Costa Rica,Costa Rica,CR,males,Hombres,Total,196055
2015,Costa Rica,Costa Rica,CR,males,Hombres,Total,197613
2020,Costa Rica,Costa Rica,CR,males,Hombres,Total,263636
1990,El Salvador,El Salvador,SV,males,Hombres,Total,22218
1995,El Salvador,El Salvador,SV,males,Hombres,Total,18564
2000,El Salvador,El Salvador,SV,males,Hombres,Total,14909
2005,El Salvador,El Salvador,SV,males,Hombres,Total,17034
2010,El Salvador,El Salvador,SV,males,Hombres,Total,19157
2015,El Salvador,El Salvador,SV,males,Hombres,Total,20006
2020,El Salvador,El Salvador,SV,males,Hombres,Total,20344
1990,Honduras,Honduras,HN,males,Hombres,Total,137573
1995,Honduras,Honduras,HN,males,Hombres,Total,76077
2000,Honduras,Honduras,HN,males,Hombres,Total,14581
2005,Honduras,Honduras,HN,males,Hombres,Total,14476
2010,Honduras,Honduras,HN,males,Hombres,Total,14306
2015,Honduras,Honduras,HN,males,Hombres,Total,20123
2020,Honduras,Honduras,HN,males,Hombres,Total,20575
1990,Mexico,México,MX,males,Hombres,Total,348353
1995,Mexico,México,MX,males,Hombres,Total,229589
2000,Mexico,México,MX,males,Hombres,Total,270896
2005,Mexico,México,MX,males,Hombres,Total,359724
2010,Mexico,México,MX,males,Hombres,Total,490779
2015,Mexico,México,MX,males,Hombres,Total,508232
2020,Mexico,México,MX,males,Hombres,Total,601509
1990,Argentina,Argentina,AR,males,Hombres,Total,788130
1995,Argentina,Argentina,AR,males,Hombres,Total,753027
2000,Argentina,Argentina,AR,males,Hombres,Total,717924
2005,Argentina,Argentina,AR,males,Hombres,Total,775308
2010,Argentina,Argentina,AR,males,Hombres,Total,831696
2015,Argentina,Argentina,AR,males,Hombres,Total,960310
2020,Argentina,Argentina,AR,males,Hombres,Total,1062533
1990,Brazil,Brasil,BR,males,Hombres,Total,426147
1995,Brazil,Brasil,BR,males,Hombres,Total,396152
2000,Brazil,Brasil,BR,males,Hombres,Total,366156
2005,Brazil,Brasil,BR,males,Hombres,Total,343019
2010,Brazil,Brasil,BR,males,Hombres,Total,319921
2015,Brazil,Brasil,BR,males,Hombres,Total,383457
2020,Brazil,Brasil,BR,males,Hombres,Total,582881
1990,Chile,Chile,CL,males,Hombres,Total,54547
1995,Chile,Chile,CL,males,Hombres,Total,69632
2000,Chile,Chile,CL,males,Hombres,Total,84717
2005,Chile,Chile,CL,males,Hombres,Total,131414
2010,Chile,Chile,CL,males,Hombres,Total,178111
2015,Chile,Chile,CL,males,Hombres,Total,319714
2020,Chile,Chile,CL,males,Hombres,Total,830073
1990,Colombia,Colombia,CO,males,Hombres,Total,53109
1995,Colombia,Colombia,CO,males,Hombres,Total,54666
2000,Colombia,Colombia,CO,males,Hombres,Total,56223
2005,Colombia,Colombia,CO,males,Hombres,Total,54938
2010,Colombia,Colombia,CO,males,Hombres,Total,68391
2015,Colombia,Colombia,CO,males,Hombres,Total,85158
2020,Colombia,Colombia,CO,males,Hombres,Total,953735
1990,Ecuador,Ecuador (el),EC,males,Hombres,Total,38531
1995,Ecuador,Ecuador (el),EC,males,Hombres,Total,57879
2000,Ecuador,Ecuador (el),EC,males,Hombres,Total,77227
2005,Ecuador,Ecuador (el),EC,males,Hombres,Total,97472
2010,Ecuador,Ecuador (el),EC,males,Hombres,Total,193497
2015,Ecuador,Ecuador (el),EC,males,Hombres,Total,200352
2020,Ecuador,Ecuador (el),EC,males,Hombres,Total,406860
1990,Guyana,Guyana,GY,males,Hombres,Total,2200
1995,Guyana,Guyana,GY,males,Hombres,Total,3405
2000,Guyana,Guyana,GY,males,Hombres,Total,4611
2005,Guyana,Guyana,GY,males,Hombres,Total,5817
2010,Guyana,Guyana,GY,males,Hombres,Total,4530
2015,Guyana,Guyana,GY,males,Hombres,Total,4794
2020,Guyana,Guyana,GY,males,Hombres,Total,14497
1990,Paraguay,Paraguay,PY,males,Hombres,Total,102816
1995,Paraguay,Paraguay,PY,males,Hombres,Total,97869
2000,Paraguay,Paraguay,PY,males,Hombres,Total,92052
2005,Paraguay,Paraguay,PY,males,Hombres,Total,87698
2010,Paraguay,Paraguay,PY,males,Hombres,Total,83394
2015,Paraguay,Paraguay,PY,males,Hombres,Total,81303
2020,Paraguay,Paraguay,PY,males,Hombres,Total,88311
1990,Peru,Perú,PE,males,Hombres,Total,28376
1995,Peru,Perú,PE,males,Hombres,Total,28062
2000,Peru,Perú,PE,males,Hombres,Total,32839
2005,Peru,Perú,PE,males,Hombres,Total,38959
2010,Peru,Perú,PE,males,Hombres,Total,56097
2015,Peru,Perú,PE,males,Hombres,Total,91090
2020,Peru,Perú,PE,males,Hombres,Total,642404
1990,Uruguay,Uruguay,UY,males,Hombres,Total,45830
1995,Uruguay,Uruguay,UY,males,Hombres,Total,43427
2000,Uruguay,Uruguay,UY,males,Hombres,Total,41095
2005,Uruguay,Uruguay,UY,males,Hombres,Total,37658
2010,Uruguay,Uruguay,UY,males,Hombres,Total,34535
2015,Uruguay,Uruguay,UY,males,Hombres,Total,35642
2020,Uruguay,Uruguay,UY,males,Hombres,Total,50937
1990,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,Total,6254
1995,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,Total,9504
2000,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,Total,12755
2005,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,Total,13689
2010,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,Total,14624
2015,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,Total,15558
2020,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,Total,16266
1990,Cuba,Cuba,CU,females,Mujeres,Total,17277
1995,Cuba,Cuba,CU,females,Mujeres,Total,13628
2000,Cuba,Cuba,CU,females,Mujeres,Total,10333
2005,Cuba,Cuba,CU,females,Mujeres,Total,6541
2010,Cuba,Cuba,CU,females,Mujeres,Total,4141
2015,Cuba,Cuba,CU,females,Mujeres,Total,2622
2020,Cuba,Cuba,CU,females,Mujeres,Total,1712
1990,Dominican Republic,República Dominicana,DO,females,Mujeres,Total,109474
1995,Dominican Republic,República Dominicana,DO,females,Mujeres,Total,124539
2000,Dominican Republic,República Dominicana,DO,females,Mujeres,Total,139603
2005,Dominican Republic,República Dominicana,DO,females,Mujeres,Total,147591
2010,Dominican Republic,República Dominicana,DO,females,Mujeres,Total,155671
2015,Dominican Republic,República Dominicana,DO,females,Mujeres,Total,195841
2020,Dominican Republic,República Dominicana,DO,females,Mujeres,Total,221252
1990,Costa Rica,Costa Rica,CR,females,Mujeres,Total,205455
1995,Costa Rica,Costa Rica,CR,females,Mujeres,Total,179802
2000,Costa Rica,Costa Rica,CR,females,Mujeres,Total,154148
2005,Costa Rica,Costa Rica,CR,females,Mujeres,Total,181953
2010,Costa Rica,Costa Rica,CR,females,Mujeres,Total,209724
2015,Costa Rica,Costa Rica,CR,females,Mujeres,Total,214084
2020,Costa Rica,Costa Rica,CR,females,Mujeres,Total,257093
1990,El Salvador,El Salvador,SV,females,Mujeres,Total,25142
1995,El Salvador,El Salvador,SV,females,Mujeres,Total,20973
2000,El Salvador,El Salvador,SV,females,Mujeres,Total,16804
2005,El Salvador,El Salvador,SV,females,Mujeres,Total,18995
